drug,therapy_area,pbac_date,nice_date,gap_days,gap_months,who_moved_first,nice_recommendation,pbac_filename,nice_ta_number,nice_title,nice_published_date,pbac_year,pbac_month,nice_guidance_url
osimertinib,Oncology,2019-07-01,2016-10-26,978,32.1,NICE (UK first),,osimertinib-psd-july-2019.pdf,416,Osimertinib for treating locally advanced or metastatic EGFR T790M mutation-positive non-small-cell lung cancer,26 October 2016,2019,7,https://www.nice.org.uk/guidance/ta416
osimertinib,Oncology,2019-07-01,2020-01-22,-205,-6.7,PBAC (AUS first),,osimertinib-psd-july-2019.pdf,621,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,22 January 2020,2019,7,https://www.nice.org.uk/guidance/ta621
osimertinib,Oncology,2019-07-01,2020-10-14,-471,-15.5,PBAC (AUS first),,osimertinib-psd-july-2019.pdf,653,Osimertinib for treating EGFR T790M mutation-positive advanced non-small-cell lung cancer,14 October 2020,2019,7,https://www.nice.org.uk/guidance/ta653
osimertinib,Oncology,2019-07-01,2020-10-14,-471,-15.5,PBAC (AUS first),,osimertinib-psd-july-2019.pdf,654,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,14 October 2020,2019,7,https://www.nice.org.uk/guidance/ta654
osimertinib,Oncology,2019-07-01,2022-01-19,-933,-30.7,PBAC (AUS first),,osimertinib-psd-july-2019.pdf,761,Osimertinib for adjuvant treatment of EGFR mutation-positive non-small-cell lung cancer after complete tumour resection,19 January 2022,2019,7,https://www.nice.org.uk/guidance/ta761
osimertinib,Oncology,2020-07-01,2016-10-26,1344,44.2,NICE (UK first),,osimertinib-psd-july-2020.pdf,416,Osimertinib for treating locally advanced or metastatic EGFR T790M mutation-positive non-small-cell lung cancer,26 October 2016,2020,7,https://www.nice.org.uk/guidance/ta416
osimertinib,Oncology,2020-07-01,2020-01-22,161,5.3,NICE (UK first),,osimertinib-psd-july-2020.pdf,621,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,22 January 2020,2020,7,https://www.nice.org.uk/guidance/ta621
osimertinib,Oncology,2020-07-01,2020-10-14,-105,-3.4,PBAC (AUS first),,osimertinib-psd-july-2020.pdf,653,Osimertinib for treating EGFR T790M mutation-positive advanced non-small-cell lung cancer,14 October 2020,2020,7,https://www.nice.org.uk/guidance/ta653
osimertinib,Oncology,2020-07-01,2020-10-14,-105,-3.4,PBAC (AUS first),,osimertinib-psd-july-2020.pdf,654,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,14 October 2020,2020,7,https://www.nice.org.uk/guidance/ta654
osimertinib,Oncology,2020-07-01,2022-01-19,-567,-18.6,PBAC (AUS first),,osimertinib-psd-july-2020.pdf,761,Osimertinib for adjuvant treatment of EGFR mutation-positive non-small-cell lung cancer after complete tumour resection,19 January 2022,2020,7,https://www.nice.org.uk/guidance/ta761
osimertinib,Oncology,2025-07-01,2016-10-26,3170,104.1,NICE (UK first),,osimertinib-psd-july-2025.pdf,416,Osimertinib for treating locally advanced or metastatic EGFR T790M mutation-positive non-small-cell lung cancer,26 October 2016,2025,7,https://www.nice.org.uk/guidance/ta416
osimertinib,Oncology,2025-07-01,2020-01-22,1987,65.3,NICE (UK first),,osimertinib-psd-july-2025.pdf,621,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,22 January 2020,2025,7,https://www.nice.org.uk/guidance/ta621
osimertinib,Oncology,2025-07-01,2020-10-14,1721,56.5,NICE (UK first),,osimertinib-psd-july-2025.pdf,653,Osimertinib for treating EGFR T790M mutation-positive advanced non-small-cell lung cancer,14 October 2020,2025,7,https://www.nice.org.uk/guidance/ta653
osimertinib,Oncology,2025-07-01,2020-10-14,1721,56.5,NICE (UK first),,osimertinib-psd-july-2025.pdf,654,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,14 October 2020,2025,7,https://www.nice.org.uk/guidance/ta654
osimertinib,Oncology,2025-07-01,2022-01-19,1259,41.4,NICE (UK first),,osimertinib-psd-july-2025.pdf,761,Osimertinib for adjuvant treatment of EGFR mutation-positive non-small-cell lung cancer after complete tumour resection,19 January 2022,2025,7,https://www.nice.org.uk/guidance/ta761
osimertinib,Oncology,2023-11-01,2016-10-26,2562,84.2,NICE (UK first),,osimertinib-psd-nov-2023.pdf,416,Osimertinib for treating locally advanced or metastatic EGFR T790M mutation-positive non-small-cell lung cancer,26 October 2016,2023,11,https://www.nice.org.uk/guidance/ta416
osimertinib,Oncology,2023-11-01,2020-01-22,1379,45.3,NICE (UK first),,osimertinib-psd-nov-2023.pdf,621,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,22 January 2020,2023,11,https://www.nice.org.uk/guidance/ta621
osimertinib,Oncology,2023-11-01,2020-10-14,1113,36.6,NICE (UK first),,osimertinib-psd-nov-2023.pdf,653,Osimertinib for treating EGFR T790M mutation-positive advanced non-small-cell lung cancer,14 October 2020,2023,11,https://www.nice.org.uk/guidance/ta653
osimertinib,Oncology,2023-11-01,2020-10-14,1113,36.6,NICE (UK first),,osimertinib-psd-nov-2023.pdf,654,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,14 October 2020,2023,11,https://www.nice.org.uk/guidance/ta654
osimertinib,Oncology,2023-11-01,2022-01-19,651,21.4,NICE (UK first),,osimertinib-psd-nov-2023.pdf,761,Osimertinib for adjuvant treatment of EGFR mutation-positive non-small-cell lung cancer after complete tumour resection,19 January 2022,2023,11,https://www.nice.org.uk/guidance/ta761
osimertinib,Oncology,2017-11-01,2016-10-26,371,12.2,NICE (UK first),,osimertinib-psd-november-2017.pdf,416,Osimertinib for treating locally advanced or metastatic EGFR T790M mutation-positive non-small-cell lung cancer,26 October 2016,2017,11,https://www.nice.org.uk/guidance/ta416
osimertinib,Oncology,2017-11-01,2020-01-22,-812,-26.7,PBAC (AUS first),,osimertinib-psd-november-2017.pdf,621,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,22 January 2020,2017,11,https://www.nice.org.uk/guidance/ta621
osimertinib,Oncology,2017-11-01,2020-10-14,-1078,-35.4,PBAC (AUS first),,osimertinib-psd-november-2017.pdf,653,Osimertinib for treating EGFR T790M mutation-positive advanced non-small-cell lung cancer,14 October 2020,2017,11,https://www.nice.org.uk/guidance/ta653
osimertinib,Oncology,2017-11-01,2020-10-14,-1078,-35.4,PBAC (AUS first),,osimertinib-psd-november-2017.pdf,654,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,14 October 2020,2017,11,https://www.nice.org.uk/guidance/ta654
osimertinib,Oncology,2017-11-01,2022-01-19,-1540,-50.6,PBAC (AUS first),,osimertinib-psd-november-2017.pdf,761,Osimertinib for adjuvant treatment of EGFR mutation-positive non-small-cell lung cancer after complete tumour resection,19 January 2022,2017,11,https://www.nice.org.uk/guidance/ta761
osimertinib,Oncology,2018-11-01,2016-10-26,736,24.2,NICE (UK first),,osimertinib-psd-november-2018.pdf,416,Osimertinib for treating locally advanced or metastatic EGFR T790M mutation-positive non-small-cell lung cancer,26 October 2016,2018,11,https://www.nice.org.uk/guidance/ta416
osimertinib,Oncology,2018-11-01,2020-01-22,-447,-14.7,PBAC (AUS first),,osimertinib-psd-november-2018.pdf,621,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,22 January 2020,2018,11,https://www.nice.org.uk/guidance/ta621
osimertinib,Oncology,2018-11-01,2020-10-14,-713,-23.4,PBAC (AUS first),,osimertinib-psd-november-2018.pdf,653,Osimertinib for treating EGFR T790M mutation-positive advanced non-small-cell lung cancer,14 October 2020,2018,11,https://www.nice.org.uk/guidance/ta653
osimertinib,Oncology,2018-11-01,2020-10-14,-713,-23.4,PBAC (AUS first),,osimertinib-psd-november-2018.pdf,654,Osimertinib for untreated EGFR mutation-positive non-small-cell lung cancer,14 October 2020,2018,11,https://www.nice.org.uk/guidance/ta654
osimertinib,Oncology,2018-11-01,2022-01-19,-1175,-38.6,PBAC (AUS first),,osimertinib-psd-november-2018.pdf,761,Osimertinib for adjuvant treatment of EGFR mutation-positive non-small-cell lung cancer after complete tumour resection,19 January 2022,2018,11,https://www.nice.org.uk/guidance/ta761
ozanimod,Neurology,2022-11-01,2021-06-09,510,16.8,NICE (UK first),,ozanimod-psd-11-2022.pdf,706,Ozanimod for treating relapsing–remitting multiple sclerosis,09 June 2021,2022,11,https://www.nice.org.uk/guidance/ta706
ozanimod,Neurology,2022-11-01,2022-10-05,27,0.9,Concurrent (±1mo),,ozanimod-psd-11-2022.pdf,828,Ozanimod for treating moderately to severely active ulcerative colitis,05 October 2022,2022,11,https://www.nice.org.uk/guidance/ta828
ozanimod,Neurology,2020-03-01,2021-06-09,-465,-15.3,PBAC (AUS first),,ozanimod-psd-march-2020-addendum-september-2020.pdf,706,Ozanimod for treating relapsing–remitting multiple sclerosis,09 June 2021,2020,3,https://www.nice.org.uk/guidance/ta706
ozanimod,Neurology,2020-03-01,2022-10-05,-948,-31.1,PBAC (AUS first),,ozanimod-psd-march-2020-addendum-september-2020.pdf,828,Ozanimod for treating moderately to severely active ulcerative colitis,05 October 2022,2020,3,https://www.nice.org.uk/guidance/ta828
ozanimod,Neurology,2020-03-01,2021-06-09,-465,-15.3,PBAC (AUS first),,ozanimod-psd-march-2020.pdf,706,Ozanimod for treating relapsing–remitting multiple sclerosis,09 June 2021,2020,3,https://www.nice.org.uk/guidance/ta706
ozanimod,Neurology,2020-03-01,2022-10-05,-948,-31.1,PBAC (AUS first),,ozanimod-psd-march-2020.pdf,828,Ozanimod for treating moderately to severely active ulcerative colitis,05 October 2022,2020,3,https://www.nice.org.uk/guidance/ta828
ozanimod,Neurology,2022-03-01,2021-06-09,265,8.7,NICE (UK first),,ozanimod-psd-march-2022.pdf,706,Ozanimod for treating relapsing–remitting multiple sclerosis,09 June 2021,2022,3,https://www.nice.org.uk/guidance/ta706
ozanimod,Neurology,2022-03-01,2022-10-05,-218,-7.2,PBAC (AUS first),,ozanimod-psd-march-2022.pdf,828,Ozanimod for treating moderately to severely active ulcerative colitis,05 October 2022,2022,3,https://www.nice.org.uk/guidance/ta828
paclitaxel,Other,2014-03-01,2001-06-26,4631,152.1,NICE (UK first),,paclitaxel-psd-03-2014.pdf,26,"Docetaxel, paclitaxel, gemcitabine and vinorelbine for the treatment of non-small cell lung cancer",26 June 2001,2014,3,https://www.nice.org.uk/guidance/ta26
paclitaxel,Other,2014-03-01,2002-07-19,4243,139.4,NICE (UK first),,paclitaxel-psd-03-2014.pdf,45,"Ovarian cancer (advanced) - paclitaxel, pegylated liposomal doxorubicin hydrochloride and topotecan",19 July 2002,2014,3,https://www.nice.org.uk/guidance/ta45
paclitaxel,Other,2014-03-01,2003-01-22,4056,133.2,NICE (UK first),,paclitaxel-psd-03-2014.pdf,55,Guidance on the use of paclitaxel in the treatment of ovarian cancer,22 January 2003,2014,3,https://www.nice.org.uk/guidance/ta55
paclitaxel,Other,2014-03-01,2005-05-25,3202,105.2,NICE (UK first),,paclitaxel-psd-03-2014.pdf,91,"Paclitaxel, pegylated liposomal doxorubicin hydrochloride and topotecan for second-line or subsequent treatment of advanced ovarian cancer",25 May 2005,2014,3,https://www.nice.org.uk/guidance/ta91
paclitaxel,Other,2014-03-01,2006-09-27,2712,89.1,NICE (UK first),,paclitaxel-psd-03-2014.pdf,108,Paclitaxel for the adjuvant treatment of early node-positive breast cancer,27 September 2006,2014,3,https://www.nice.org.uk/guidance/ta108
paclitaxel,Other,2014-03-01,2013-05-22,283,9.3,NICE (UK first),,paclitaxel-psd-03-2014.pdf,284,Bevacizumab in combination with paclitaxel and carboplatin for first-line treatment of advanced ovarian cancer,22 May 2013,2014,3,https://www.nice.org.uk/guidance/ta284
paclitaxel,Other,2014-03-01,2015-10-28,-606,-19.9,PBAC (AUS first),,paclitaxel-psd-03-2014.pdf,360,Paclitaxel as albumin-bound nanoparticles in combination with gemcitabine for previously untreated metastatic pancreatic cancer,28 October 2015,2014,3,https://www.nice.org.uk/guidance/ta360
paclitaxel,Other,2014-03-01,2015-10-28,-606,-19.9,PBAC (AUS first),,paclitaxel-psd-03-2014.pdf,362,Paclitaxel as albumin-bound nanoparticles with carboplatin for untreated non-small-cell lung cancer (terminated appraisal),28 October 2015,2014,3,https://www.nice.org.uk/guidance/ta362
paclitaxel,Other,2014-03-01,2016-04-27,-788,-25.9,PBAC (AUS first),,paclitaxel-psd-03-2014.pdf,389,"Topotecan, pegylated liposomal doxorubicin hydrochloride, paclitaxel, trabectedin and gemcitabine for treating recurrent ovarian cancer",27 April 2016,2014,3,https://www.nice.org.uk/guidance/ta389
paclitaxel,Other,2014-03-01,2017-09-06,-1285,-42.2,PBAC (AUS first),,paclitaxel-psd-03-2014.pdf,476,Paclitaxel as albumin-bound nanoparticles with gemcitabine for untreated metastatic pancreatic cancer,06 September 2017,2014,3,https://www.nice.org.uk/guidance/ta476
paclitaxel,Other,2014-03-01,2020-07-01,-2314,-76.0,PBAC (AUS first),,paclitaxel-psd-03-2014.pdf,639,"Atezolizumab with nab-paclitaxel for untreated PD-L1-positive, locally advanced or metastatic, triple-negative breast cancer",01 July 2020,2014,3,https://www.nice.org.uk/guidance/ta639
paclitaxel-nab,Other,2019-03-01,2006-09-27,4538,149.1,NICE (UK first),,paclitaxel-nab-psd-march-2019.pdf,108,Paclitaxel for the adjuvant treatment of early node-positive breast cancer,27 September 2006,2019,3,https://www.nice.org.uk/guidance/ta108
paclitaxel-nanoparticle-albumin-bound,Other,2015-11-01,2006-09-27,3322,109.1,NICE (UK first),,paclitaxel-nanoparticle-albumin-bound-psd-november-2015.pdf,108,Paclitaxel for the adjuvant treatment of early node-positive breast cancer,27 September 2006,2015,11,https://www.nice.org.uk/guidance/ta108
palbociclib,Oncology,2017-03-01,2017-12-20,-294,-9.7,PBAC (AUS first),,palbociclib-psd-march-2017.pdf,495,"Palbociclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",20 December 2017,2017,3,https://www.nice.org.uk/guidance/ta495
palbociclib,Oncology,2017-03-01,2020-01-15,-1050,-34.5,PBAC (AUS first),,palbociclib-psd-march-2017.pdf,619,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative, advanced breast cancer",15 January 2020,2017,3,https://www.nice.org.uk/guidance/ta619
palbociclib,Oncology,2017-03-01,2022-10-26,-2065,-67.8,PBAC (AUS first),,palbociclib-psd-march-2017.pdf,836,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",26 October 2022,2017,3,https://www.nice.org.uk/guidance/ta836
palbociclib,Oncology,2018-03-01,2017-12-20,71,2.3,NICE (UK first),,palbociclib-psd-march-2018.pdf,495,"Palbociclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",20 December 2017,2018,3,https://www.nice.org.uk/guidance/ta495
palbociclib,Oncology,2018-03-01,2020-01-15,-685,-22.5,PBAC (AUS first),,palbociclib-psd-march-2018.pdf,619,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative, advanced breast cancer",15 January 2020,2018,3,https://www.nice.org.uk/guidance/ta619
palbociclib,Oncology,2018-03-01,2022-10-26,-1700,-55.8,PBAC (AUS first),,palbociclib-psd-march-2018.pdf,836,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",26 October 2022,2018,3,https://www.nice.org.uk/guidance/ta836
palbociclib,Oncology,2022-03-01,2017-12-20,1532,50.3,NICE (UK first),,palbociclib-psd-march-2022.pdf,495,"Palbociclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",20 December 2017,2022,3,https://www.nice.org.uk/guidance/ta495
palbociclib,Oncology,2022-03-01,2020-01-15,776,25.5,NICE (UK first),,palbociclib-psd-march-2022.pdf,619,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative, advanced breast cancer",15 January 2020,2022,3,https://www.nice.org.uk/guidance/ta619
palbociclib,Oncology,2022-03-01,2022-10-26,-239,-7.9,PBAC (AUS first),,palbociclib-psd-march-2022.pdf,836,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",26 October 2022,2022,3,https://www.nice.org.uk/guidance/ta836
palbociclib,Oncology,2017-11-01,2017-12-20,-49,-1.6,PBAC (AUS first),,palbociclib-psd-november-2017.pdf,495,"Palbociclib with an aromatase inhibitor for previously untreated, hormone receptor-positive, HER2-negative, locally advanced or metastatic breast cancer",20 December 2017,2017,11,https://www.nice.org.uk/guidance/ta495
palbociclib,Oncology,2017-11-01,2020-01-15,-805,-26.4,PBAC (AUS first),,palbociclib-psd-november-2017.pdf,619,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative, advanced breast cancer",15 January 2020,2017,11,https://www.nice.org.uk/guidance/ta619
palbociclib,Oncology,2017-11-01,2022-10-26,-1820,-59.8,PBAC (AUS first),,palbociclib-psd-november-2017.pdf,836,"Palbociclib with fulvestrant for treating hormone receptor-positive, HER2-negative advanced breast cancer after endocrine therapy",26 October 2022,2017,11,https://www.nice.org.uk/guidance/ta836
panitumumab,Oncology,2013-03-01,2011-12-14,443,14.6,NICE (UK first),,panitumumab-psd-03-2013.pdf,240,Panitumumab in combination with chemotherapy for the treatment of metastatic colorectal cancer (terminated appraisal),14 December 2011,2013,3,https://www.nice.org.uk/guidance/ta240
panitumumab,Oncology,2014-07-01,2011-12-14,930,30.6,NICE (UK first),,panitumumab-psd-07-2014.pdf,240,Panitumumab in combination with chemotherapy for the treatment of metastatic colorectal cancer (terminated appraisal),14 December 2011,2014,7,https://www.nice.org.uk/guidance/ta240
panitumumab,Oncology,2013-11-01,2011-12-14,688,22.6,NICE (UK first),,panitumumab-psd-11-2013.pdf,240,Panitumumab in combination with chemotherapy for the treatment of metastatic colorectal cancer (terminated appraisal),14 December 2011,2013,11,https://www.nice.org.uk/guidance/ta240
panitumumab,Oncology,2015-03-01,2011-12-14,1173,38.5,NICE (UK first),,panitumumab-psd-march-2015.pdf,240,Panitumumab in combination with chemotherapy for the treatment of metastatic colorectal cancer (terminated appraisal),14 December 2011,2015,3,https://www.nice.org.uk/guidance/ta240
patiromer,Other,2023-03-01,2020-02-13,1112,36.5,NICE (UK first),,patiromer-psd-03-2023.pdf,623,Patiromer for treating hyperkalaemia,13 February 2020,2023,3,https://www.nice.org.uk/guidance/ta623
patiromer,Other,2022-11-01,2020-02-13,992,32.6,NICE (UK first),,patiromer-psd-11-2022.pdf,623,Patiromer for treating hyperkalaemia,13 February 2020,2022,11,https://www.nice.org.uk/guidance/ta623
patiromer,Other,2020-11-01,2020-02-13,262,8.6,NICE (UK first),,patiromer-psd-nov-2020.pdf,623,Patiromer for treating hyperkalaemia,13 February 2020,2020,11,https://www.nice.org.uk/guidance/ta623
patiromer,Other,2019-11-01,2020-02-13,-104,-3.4,PBAC (AUS first),,patiromer-psd-november-2019.pdf,623,Patiromer for treating hyperkalaemia,13 February 2020,2019,11,https://www.nice.org.uk/guidance/ta623
pazopanib,Oncology,2013-07-01,2011-02-23,859,28.2,NICE (UK first),,pazopanib-psd-07-2013.pdf,215,Pazopanib for the first-line treatment of advanced renal cell carcinoma,23 February 2011,2013,7,https://www.nice.org.uk/guidance/ta215
pegcetacoplan,Other,2022-07-01,2022-03-09,114,3.7,NICE (UK first),,pegcetacoplan-psd-july-2022.pdf,778,Pegcetacoplan for treating paroxysmal nocturnal haemoglobinuria,09 March 2022,2022,7,https://www.nice.org.uk/guidance/ta778
pegcetacoplan,Other,2022-03-01,2022-03-09,-8,-0.3,Concurrent (±1mo),,pegcetacoplan-psd-march-2022.pdf,778,Pegcetacoplan for treating paroxysmal nocturnal haemoglobinuria,09 March 2022,2022,3,https://www.nice.org.uk/guidance/ta778
pegcetacoplan,Other,2025-11-01,2022-03-09,1333,43.8,NICE (UK first),,pegcetacoplan-psd-november-2025.pdf,778,Pegcetacoplan for treating paroxysmal nocturnal haemoglobinuria,09 March 2022,2025,11,https://www.nice.org.uk/guidance/ta778
peginterferon,Other,2017-11-01,2006-08-23,4088,134.3,NICE (UK first),,peginterferon-psd-november-2017.pdf,106,Peginterferon alfa and ribavirin for the treatment of mild chronic hepatitis C,23 August 2006,2017,11,https://www.nice.org.uk/guidance/ta106
peginterferon,Other,2017-11-01,2010-09-22,2597,85.3,NICE (UK first),,peginterferon-psd-november-2017.pdf,200,Peginterferon alfa and ribavirin for the treatment of chronic hepatitis C,22 September 2010,2017,11,https://www.nice.org.uk/guidance/ta200
peginterferon,Other,2017-11-01,2013-11-27,1435,47.1,NICE (UK first),,peginterferon-psd-november-2017.pdf,300,Peginterferon alfa and ribavirin for treating chronic hepatitis C in children and young people,27 November 2013,2017,11,https://www.nice.org.uk/guidance/ta300
peginterferon,Other,2017-11-01,2015-02-25,980,32.2,NICE (UK first),,peginterferon-psd-november-2017.pdf,331,Simeprevir in combination with peginterferon alfa and ribavirin for treating genotypes 1 and 4 chronic hepatitis C,25 February 2015,2017,11,https://www.nice.org.uk/guidance/ta331
peginterferon,Other,2017-11-01,2020-02-19,-840,-27.6,PBAC (AUS first),,peginterferon-psd-november-2017.pdf,624,Peginterferon beta-1a for treating relapsing–remitting multiple sclerosis,19 February 2020,2017,11,https://www.nice.org.uk/guidance/ta624
peginterferon-beta-1a,Other,2014-11-01,2006-08-23,2992,98.3,NICE (UK first),,peginterferon-beta-1a-psd-11-2014.pdf,106,Peginterferon alfa and ribavirin for the treatment of mild chronic hepatitis C,23 August 2006,2014,11,https://www.nice.org.uk/guidance/ta106
peginterferon-beta-1a,Other,2014-11-01,2010-09-22,1501,49.3,NICE (UK first),,peginterferon-beta-1a-psd-11-2014.pdf,200,Peginterferon alfa and ribavirin for the treatment of chronic hepatitis C,22 September 2010,2014,11,https://www.nice.org.uk/guidance/ta200
peginterferon-beta-1a,Other,2014-11-01,2013-11-27,339,11.1,NICE (UK first),,peginterferon-beta-1a-psd-11-2014.pdf,300,Peginterferon alfa and ribavirin for treating chronic hepatitis C in children and young people,27 November 2013,2014,11,https://www.nice.org.uk/guidance/ta300
peginterferon-beta-1a,Other,2014-11-01,2020-02-19,-1936,-63.6,PBAC (AUS first),,peginterferon-beta-1a-psd-11-2014.pdf,624,Peginterferon beta-1a for treating relapsing–remitting multiple sclerosis,19 February 2020,2014,11,https://www.nice.org.uk/guidance/ta624
pegunigalsidase-alfa,Other,2025-07-01,2023-10-04,636,20.9,NICE (UK first),,pegunigalsidase alfa-psd-july-2025.pdf,915,Pegunigalsidase alfa for treating Fabry disease,04 October 2023,2025,7,https://www.nice.org.uk/guidance/ta915
pembrolizumab,Oncology,2018-07-01,2015-10-07,998,32.8,NICE (UK first),,pembrolizumab-psd-2018.pdf,357,Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab,07 October 2015,2018,,https://www.nice.org.uk/guidance/ta357
pembrolizumab,Oncology,2018-07-01,2015-11-25,949,31.2,NICE (UK first),,pembrolizumab-psd-2018.pdf,366,Pembrolizumab for advanced melanoma not previously treated with ipilimumab,25 November 2015,2018,,https://www.nice.org.uk/guidance/ta366
pembrolizumab,Oncology,2018-07-01,2017-01-11,536,17.6,NICE (UK first),,pembrolizumab-psd-2018.pdf,428,Pembrolizumab for treating PD-L1-positive non-small-cell lung cancer after chemotherapy,11 January 2017,2018,,https://www.nice.org.uk/guidance/ta428
pembrolizumab,Oncology,2018-07-01,2017-06-28,368,12.1,NICE (UK first),,pembrolizumab-psd-2018.pdf,447,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,28 June 2017,2018,,https://www.nice.org.uk/guidance/ta447
pembrolizumab,Oncology,2018-07-01,2018-04-25,67,2.2,NICE (UK first),,pembrolizumab-psd-2018.pdf,519,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,25 April 2018,2018,,https://www.nice.org.uk/guidance/ta519
pembrolizumab,Oncology,2018-07-01,2018-06-13,18,0.6,Concurrent (±1mo),,pembrolizumab-psd-2018.pdf,522,Pembrolizumab for untreated PD-L1-positive locally advanced or metastatic urothelial cancer when cisplatin is unsuitable,13 June 2018,2018,,https://www.nice.org.uk/guidance/ta522
pembrolizumab,Oncology,2018-07-01,2018-07-18,-17,-0.6,Concurrent (±1mo),,pembrolizumab-psd-2018.pdf,531,Pembrolizumab for untreated PD-L1-positive metastatic non-small-cell lung cancer,18 July 2018,2018,,https://www.nice.org.uk/guidance/ta531
pembrolizumab,Oncology,2018-07-01,2018-09-03,-64,-2.1,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,540,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma,03 September 2018,2018,,https://www.nice.org.uk/guidance/ta540
pembrolizumab,Oncology,2018-07-01,2018-12-19,-171,-5.6,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,553,Pembrolizumab for adjuvant treatment of resected melanoma with high risk of recurrence,19 December 2018,2018,,https://www.nice.org.uk/guidance/ta553
pembrolizumab,Oncology,2018-07-01,2019-01-10,-193,-6.3,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,557,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 January 2019,2018,,https://www.nice.org.uk/guidance/ta557
pembrolizumab,Oncology,2018-07-01,2019-03-20,-262,-8.6,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,570,Pembrolizumab for treating recurrent or metastatic squamous cell carcinoma of the head and neck after platinum-based chemotherapy (terminated appraisal),20 March 2019,2018,,https://www.nice.org.uk/guidance/ta570
pembrolizumab,Oncology,2018-07-01,2019-09-11,-437,-14.4,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,600,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,11 September 2019,2018,,https://www.nice.org.uk/guidance/ta600
pembrolizumab,Oncology,2018-07-01,2020-09-30,-822,-27.0,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,650,Pembrolizumab with axitinib for untreated advanced renal cell carcinoma,30 September 2020,2018,,https://www.nice.org.uk/guidance/ta650
pembrolizumab,Oncology,2018-07-01,2020-11-25,-878,-28.8,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,661,Pembrolizumab for untreated metastatic or unresectable recurrent head and neck squamous cell carcinoma,25 November 2020,2018,,https://www.nice.org.uk/guidance/ta661
pembrolizumab,Oncology,2018-07-01,2021-02-17,-962,-31.6,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,674,"Pembrolizumab for untreated PD-L1-positive, locally advanced or metastatic urothelial cancer when cisplatin is unsuitable (terminated appraisal)",17 February 2021,2018,,https://www.nice.org.uk/guidance/ta674
pembrolizumab,Oncology,2018-07-01,2021-03-10,-983,-32.3,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,683,"Pembrolizumab with pemetrexed and platinum chemotherapy for untreated, metastatic, non-squamous non-small-cell lung cancer",10 March 2021,2018,,https://www.nice.org.uk/guidance/ta683
pembrolizumab,Oncology,2018-07-01,2021-04-28,-1032,-33.9,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,692,Pembrolizumab for treating locally advanced or metastatic urothelial carcinoma after platinum-containing chemotherapy,28 April 2021,2018,,https://www.nice.org.uk/guidance/ta692
pembrolizumab,Oncology,2018-07-01,2021-06-23,-1088,-35.7,PBAC (AUS first),,pembrolizumab-psd-2018.pdf,709,Pembrolizumab for untreated metastatic colorectal cancer with high microsatellite instability or mismatch repair deficiency,23 June 2021,2018,,https://www.nice.org.uk/guidance/ta709
