drug,therapy_area,pbac_date,nice_date,gap_days,gap_months,who_moved_first,nice_recommendation,pbac_filename,nice_ta_number,nice_title,nice_published_date,pbac_year,pbac_month,nice_guidance_url
adalimumab,Immunology,2014-07-01,2016-01-26,-574,-18.9,PBAC (AUS first),Recommended,adalimumab-psd-07-2014.pdf,375,"Adalimumab, etanercept, infliximab, certolizumab pegol, golimumab, tocilizumab and abatacept for rheumatoid arthritis not previously treated with DMARDs or after conventional DMARDs only have failed",26 January 2016,2014,7,https://www.nice.org.uk/guidance/ta375
adalimumab,Immunology,2014-07-01,2016-06-22,-722,-23.7,PBAC (AUS first),,adalimumab-psd-07-2014.pdf,392,Adalimumab for treating moderate to severe hidradenitis suppurativa,22 June 2016,2014,7,https://www.nice.org.uk/guidance/ta392
adalimumab,Immunology,2014-07-01,2017-07-12,-1107,-36.4,PBAC (AUS first),,adalimumab-psd-07-2014.pdf,455,"Adalimumab, etanercept and ustekinumab for treating plaque psoriasis in children and young people",12 July 2017,2014,7,https://www.nice.org.uk/guidance/ta455
adalimumab,Immunology,2014-07-01,2017-07-26,-1121,-36.8,PBAC (AUS first),,adalimumab-psd-07-2014.pdf,460,Adalimumab and dexamethasone for treating non-infectious uveitis,26 July 2017,2014,7,https://www.nice.org.uk/guidance/ta460
adalimumab,Immunology,2014-07-01,2021-07-14,-2570,-84.4,PBAC (AUS first),Recommended,adalimumab-psd-07-2014.pdf,715,"Adalimumab, etanercept, infliximab and abatacept for treating moderate rheumatoid arthritis after conventional DMARDs have failed",14 July 2021,2014,7,https://www.nice.org.uk/guidance/ta715
adalimumab,Immunology,2013-11-01,2007-08-22,2263,74.3,NICE (UK first),,adalimumab-psd-11-2013.pdf,125,Adalimumab for the treatment of psoriatic arthritis,22 August 2007,2013,11,https://www.nice.org.uk/guidance/ta125
adalimumab,Immunology,2013-11-01,2007-10-22,2202,72.3,NICE (UK first),,adalimumab-psd-11-2013.pdf,130,"Adalimumab, etanercept and infliximab for the treatment of rheumatoid arthritis",22 October 2007,2013,11,https://www.nice.org.uk/guidance/ta130
adalimumab,Immunology,2013-11-01,2008-05-28,1983,65.1,NICE (UK first),,adalimumab-psd-11-2013.pdf,143,"Adalimumab, etanercept and infliximab for ankylosing spondylitis",28 May 2008,2013,11,https://www.nice.org.uk/guidance/ta143
adalimumab,Immunology,2013-11-01,2008-06-25,1955,64.2,NICE (UK first),,adalimumab-psd-11-2013.pdf,146,Adalimumab for treating moderate to severe plaque psoriasis,25 June 2008,2013,11,https://www.nice.org.uk/guidance/ta146
adalimumab,Immunology,2013-11-01,2010-08-25,1164,38.2,NICE (UK first),,adalimumab-psd-11-2013.pdf,195,"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor",25 August 2010,2013,11,https://www.nice.org.uk/guidance/ta195
adalimumab,Immunology,2013-11-01,2012-07-25,464,15.2,NICE (UK first),,adalimumab-psd-11-2013.pdf,262,Adalimumab for the treatment of moderate to severe ulcerative colitis (terminated appraisal),25 July 2012,2013,11,https://www.nice.org.uk/guidance/ta262
adalimumab,Immunology,2013-11-01,2015-02-25,-481,-15.8,PBAC (AUS first),,adalimumab-psd-11-2013.pdf,329,"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy",25 February 2015,2013,11,https://www.nice.org.uk/guidance/ta329
adalimumab,Immunology,2013-11-01,2015-12-16,-775,-25.5,PBAC (AUS first),,adalimumab-psd-11-2013.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2013,11,https://www.nice.org.uk/guidance/ta373
adalimumab,Immunology,2013-11-01,2016-01-26,-816,-26.8,PBAC (AUS first),Recommended,adalimumab-psd-11-2013.pdf,375,"Adalimumab, etanercept, infliximab, certolizumab pegol, golimumab, tocilizumab and abatacept for rheumatoid arthritis not previously treated with DMARDs or after conventional DMARDs only have failed",26 January 2016,2013,11,https://www.nice.org.uk/guidance/ta375
adalimumab,Immunology,2013-11-01,2016-06-22,-964,-31.7,PBAC (AUS first),,adalimumab-psd-11-2013.pdf,392,Adalimumab for treating moderate to severe hidradenitis suppurativa,22 June 2016,2013,11,https://www.nice.org.uk/guidance/ta392
adalimumab,Immunology,2013-11-01,2017-07-12,-1349,-44.3,PBAC (AUS first),,adalimumab-psd-11-2013.pdf,455,"Adalimumab, etanercept and ustekinumab for treating plaque psoriasis in children and young people",12 July 2017,2013,11,https://www.nice.org.uk/guidance/ta455
adalimumab,Immunology,2013-11-01,2017-07-26,-1363,-44.8,PBAC (AUS first),,adalimumab-psd-11-2013.pdf,460,Adalimumab and dexamethasone for treating non-infectious uveitis,26 July 2017,2013,11,https://www.nice.org.uk/guidance/ta460
adalimumab,Immunology,2013-11-01,2021-07-14,-2812,-92.4,PBAC (AUS first),Recommended,adalimumab-psd-11-2013.pdf,715,"Adalimumab, etanercept, infliximab and abatacept for treating moderate rheumatoid arthritis after conventional DMARDs have failed",14 July 2021,2013,11,https://www.nice.org.uk/guidance/ta715
adalimumab,Immunology,2014-11-01,2007-08-22,2628,86.3,NICE (UK first),,adalimumab-psd-11-2014.pdf,125,Adalimumab for the treatment of psoriatic arthritis,22 August 2007,2014,11,https://www.nice.org.uk/guidance/ta125
adalimumab,Immunology,2014-11-01,2007-10-22,2567,84.3,NICE (UK first),,adalimumab-psd-11-2014.pdf,130,"Adalimumab, etanercept and infliximab for the treatment of rheumatoid arthritis",22 October 2007,2014,11,https://www.nice.org.uk/guidance/ta130
adalimumab,Immunology,2014-11-01,2008-05-28,2348,77.1,NICE (UK first),,adalimumab-psd-11-2014.pdf,143,"Adalimumab, etanercept and infliximab for ankylosing spondylitis",28 May 2008,2014,11,https://www.nice.org.uk/guidance/ta143
adalimumab,Immunology,2014-11-01,2008-06-25,2320,76.2,NICE (UK first),,adalimumab-psd-11-2014.pdf,146,Adalimumab for treating moderate to severe plaque psoriasis,25 June 2008,2014,11,https://www.nice.org.uk/guidance/ta146
adalimumab,Immunology,2014-11-01,2010-08-25,1529,50.2,NICE (UK first),,adalimumab-psd-11-2014.pdf,195,"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor",25 August 2010,2014,11,https://www.nice.org.uk/guidance/ta195
adalimumab,Immunology,2014-11-01,2012-07-25,829,27.2,NICE (UK first),,adalimumab-psd-11-2014.pdf,262,Adalimumab for the treatment of moderate to severe ulcerative colitis (terminated appraisal),25 July 2012,2014,11,https://www.nice.org.uk/guidance/ta262
adalimumab,Immunology,2014-11-01,2015-02-25,-116,-3.8,PBAC (AUS first),,adalimumab-psd-11-2014.pdf,329,"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy",25 February 2015,2014,11,https://www.nice.org.uk/guidance/ta329
adalimumab,Immunology,2014-11-01,2015-12-16,-410,-13.5,PBAC (AUS first),,adalimumab-psd-11-2014.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2014,11,https://www.nice.org.uk/guidance/ta373
adalimumab,Immunology,2014-11-01,2016-01-26,-451,-14.8,PBAC (AUS first),Recommended,adalimumab-psd-11-2014.pdf,375,"Adalimumab, etanercept, infliximab, certolizumab pegol, golimumab, tocilizumab and abatacept for rheumatoid arthritis not previously treated with DMARDs or after conventional DMARDs only have failed",26 January 2016,2014,11,https://www.nice.org.uk/guidance/ta375
adalimumab,Immunology,2014-11-01,2016-06-22,-599,-19.7,PBAC (AUS first),,adalimumab-psd-11-2014.pdf,392,Adalimumab for treating moderate to severe hidradenitis suppurativa,22 June 2016,2014,11,https://www.nice.org.uk/guidance/ta392
adalimumab,Immunology,2014-11-01,2017-07-12,-984,-32.3,PBAC (AUS first),,adalimumab-psd-11-2014.pdf,455,"Adalimumab, etanercept and ustekinumab for treating plaque psoriasis in children and young people",12 July 2017,2014,11,https://www.nice.org.uk/guidance/ta455
adalimumab,Immunology,2014-11-01,2017-07-26,-998,-32.8,PBAC (AUS first),,adalimumab-psd-11-2014.pdf,460,Adalimumab and dexamethasone for treating non-infectious uveitis,26 July 2017,2014,11,https://www.nice.org.uk/guidance/ta460
adalimumab,Immunology,2014-11-01,2021-07-14,-2447,-80.4,PBAC (AUS first),Recommended,adalimumab-psd-11-2014.pdf,715,"Adalimumab, etanercept, infliximab and abatacept for treating moderate rheumatoid arthritis after conventional DMARDs have failed",14 July 2021,2014,11,https://www.nice.org.uk/guidance/ta715
adalimumab,Immunology,2017-12-01,2007-08-22,3754,123.3,NICE (UK first),,adalimumab-psd-12-2017.pdf,125,Adalimumab for the treatment of psoriatic arthritis,22 August 2007,2017,12,https://www.nice.org.uk/guidance/ta125
adalimumab,Immunology,2017-12-01,2007-10-22,3693,121.3,NICE (UK first),,adalimumab-psd-12-2017.pdf,130,"Adalimumab, etanercept and infliximab for the treatment of rheumatoid arthritis",22 October 2007,2017,12,https://www.nice.org.uk/guidance/ta130
adalimumab,Immunology,2017-12-01,2008-05-28,3474,114.1,NICE (UK first),,adalimumab-psd-12-2017.pdf,143,"Adalimumab, etanercept and infliximab for ankylosing spondylitis",28 May 2008,2017,12,https://www.nice.org.uk/guidance/ta143
adalimumab,Immunology,2017-12-01,2008-06-25,3446,113.2,NICE (UK first),,adalimumab-psd-12-2017.pdf,146,Adalimumab for treating moderate to severe plaque psoriasis,25 June 2008,2017,12,https://www.nice.org.uk/guidance/ta146
adalimumab,Immunology,2017-12-01,2010-08-25,2655,87.2,NICE (UK first),,adalimumab-psd-12-2017.pdf,195,"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor",25 August 2010,2017,12,https://www.nice.org.uk/guidance/ta195
adalimumab,Immunology,2017-12-01,2012-07-25,1955,64.2,NICE (UK first),,adalimumab-psd-12-2017.pdf,262,Adalimumab for the treatment of moderate to severe ulcerative colitis (terminated appraisal),25 July 2012,2017,12,https://www.nice.org.uk/guidance/ta262
adalimumab,Immunology,2017-12-01,2015-02-25,1010,33.2,NICE (UK first),,adalimumab-psd-12-2017.pdf,329,"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy",25 February 2015,2017,12,https://www.nice.org.uk/guidance/ta329
adalimumab,Immunology,2017-12-01,2015-12-16,716,23.5,NICE (UK first),,adalimumab-psd-12-2017.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2017,12,https://www.nice.org.uk/guidance/ta373
adalimumab,Immunology,2017-12-01,2016-01-26,675,22.2,NICE (UK first),Recommended,adalimumab-psd-12-2017.pdf,375,"Adalimumab, etanercept, infliximab, certolizumab pegol, golimumab, tocilizumab and abatacept for rheumatoid arthritis not previously treated with DMARDs or after conventional DMARDs only have failed",26 January 2016,2017,12,https://www.nice.org.uk/guidance/ta375
adalimumab,Immunology,2017-12-01,2016-06-22,527,17.3,NICE (UK first),,adalimumab-psd-12-2017.pdf,392,Adalimumab for treating moderate to severe hidradenitis suppurativa,22 June 2016,2017,12,https://www.nice.org.uk/guidance/ta392
adalimumab,Immunology,2017-12-01,2017-07-12,142,4.7,NICE (UK first),,adalimumab-psd-12-2017.pdf,455,"Adalimumab, etanercept and ustekinumab for treating plaque psoriasis in children and young people",12 July 2017,2017,12,https://www.nice.org.uk/guidance/ta455
adalimumab,Immunology,2017-12-01,2017-07-26,128,4.2,NICE (UK first),,adalimumab-psd-12-2017.pdf,460,Adalimumab and dexamethasone for treating non-infectious uveitis,26 July 2017,2017,12,https://www.nice.org.uk/guidance/ta460
adalimumab,Immunology,2017-12-01,2021-07-14,-1321,-43.4,PBAC (AUS first),Recommended,adalimumab-psd-12-2017.pdf,715,"Adalimumab, etanercept, infliximab and abatacept for treating moderate rheumatoid arthritis after conventional DMARDs have failed",14 July 2021,2017,12,https://www.nice.org.uk/guidance/ta715
adalimumab,Immunology,2015-07-01,2007-08-22,2870,94.3,NICE (UK first),,adalimumab-psd-jul-2015.pdf,125,Adalimumab for the treatment of psoriatic arthritis,22 August 2007,2015,7,https://www.nice.org.uk/guidance/ta125
adalimumab,Immunology,2015-07-01,2007-10-22,2809,92.3,NICE (UK first),,adalimumab-psd-jul-2015.pdf,130,"Adalimumab, etanercept and infliximab for the treatment of rheumatoid arthritis",22 October 2007,2015,7,https://www.nice.org.uk/guidance/ta130
adalimumab,Immunology,2015-07-01,2008-05-28,2590,85.1,NICE (UK first),,adalimumab-psd-jul-2015.pdf,143,"Adalimumab, etanercept and infliximab for ankylosing spondylitis",28 May 2008,2015,7,https://www.nice.org.uk/guidance/ta143
adalimumab,Immunology,2015-07-01,2008-06-25,2562,84.2,NICE (UK first),,adalimumab-psd-jul-2015.pdf,146,Adalimumab for treating moderate to severe plaque psoriasis,25 June 2008,2015,7,https://www.nice.org.uk/guidance/ta146
adalimumab,Immunology,2015-07-01,2010-08-25,1771,58.2,NICE (UK first),,adalimumab-psd-jul-2015.pdf,195,"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor",25 August 2010,2015,7,https://www.nice.org.uk/guidance/ta195
adalimumab,Immunology,2015-07-01,2012-07-25,1071,35.2,NICE (UK first),,adalimumab-psd-jul-2015.pdf,262,Adalimumab for the treatment of moderate to severe ulcerative colitis (terminated appraisal),25 July 2012,2015,7,https://www.nice.org.uk/guidance/ta262
adalimumab,Immunology,2015-07-01,2015-02-25,126,4.1,NICE (UK first),,adalimumab-psd-jul-2015.pdf,329,"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy",25 February 2015,2015,7,https://www.nice.org.uk/guidance/ta329
adalimumab,Immunology,2015-07-01,2015-12-16,-168,-5.5,PBAC (AUS first),,adalimumab-psd-jul-2015.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2015,7,https://www.nice.org.uk/guidance/ta373
adalimumab,Immunology,2015-07-01,2016-01-26,-209,-6.9,PBAC (AUS first),Recommended,adalimumab-psd-jul-2015.pdf,375,"Adalimumab, etanercept, infliximab, certolizumab pegol, golimumab, tocilizumab and abatacept for rheumatoid arthritis not previously treated with DMARDs or after conventional DMARDs only have failed",26 January 2016,2015,7,https://www.nice.org.uk/guidance/ta375
adalimumab,Immunology,2015-07-01,2016-06-22,-357,-11.7,PBAC (AUS first),,adalimumab-psd-jul-2015.pdf,392,Adalimumab for treating moderate to severe hidradenitis suppurativa,22 June 2016,2015,7,https://www.nice.org.uk/guidance/ta392
adalimumab,Immunology,2015-07-01,2017-07-12,-742,-24.4,PBAC (AUS first),,adalimumab-psd-jul-2015.pdf,455,"Adalimumab, etanercept and ustekinumab for treating plaque psoriasis in children and young people",12 July 2017,2015,7,https://www.nice.org.uk/guidance/ta455
adalimumab,Immunology,2015-07-01,2017-07-26,-756,-24.8,PBAC (AUS first),,adalimumab-psd-jul-2015.pdf,460,Adalimumab and dexamethasone for treating non-infectious uveitis,26 July 2017,2015,7,https://www.nice.org.uk/guidance/ta460
adalimumab,Immunology,2015-07-01,2021-07-14,-2205,-72.4,PBAC (AUS first),Recommended,adalimumab-psd-jul-2015.pdf,715,"Adalimumab, etanercept, infliximab and abatacept for treating moderate rheumatoid arthritis after conventional DMARDs have failed",14 July 2021,2015,7,https://www.nice.org.uk/guidance/ta715
adalimumab,Immunology,2016-07-01,2007-08-22,3236,106.3,NICE (UK first),,adalimumab-psd-july-2016.pdf,125,Adalimumab for the treatment of psoriatic arthritis,22 August 2007,2016,7,https://www.nice.org.uk/guidance/ta125
adalimumab,Immunology,2016-07-01,2007-10-22,3175,104.3,NICE (UK first),,adalimumab-psd-july-2016.pdf,130,"Adalimumab, etanercept and infliximab for the treatment of rheumatoid arthritis",22 October 2007,2016,7,https://www.nice.org.uk/guidance/ta130
adalimumab,Immunology,2016-07-01,2008-05-28,2956,97.1,NICE (UK first),,adalimumab-psd-july-2016.pdf,143,"Adalimumab, etanercept and infliximab for ankylosing spondylitis",28 May 2008,2016,7,https://www.nice.org.uk/guidance/ta143
adalimumab,Immunology,2016-07-01,2008-06-25,2928,96.2,NICE (UK first),,adalimumab-psd-july-2016.pdf,146,Adalimumab for treating moderate to severe plaque psoriasis,25 June 2008,2016,7,https://www.nice.org.uk/guidance/ta146
adalimumab,Immunology,2016-07-01,2010-08-25,2137,70.2,NICE (UK first),,adalimumab-psd-july-2016.pdf,195,"Adalimumab, etanercept, infliximab, rituximab and abatacept for the treatment of rheumatoid arthritis after the failure of a TNF inhibitor",25 August 2010,2016,7,https://www.nice.org.uk/guidance/ta195
adalimumab,Immunology,2016-07-01,2012-07-25,1437,47.2,NICE (UK first),,adalimumab-psd-july-2016.pdf,262,Adalimumab for the treatment of moderate to severe ulcerative colitis (terminated appraisal),25 July 2012,2016,7,https://www.nice.org.uk/guidance/ta262
adalimumab,Immunology,2016-07-01,2015-02-25,492,16.2,NICE (UK first),,adalimumab-psd-july-2016.pdf,329,"Infliximab, adalimumab and golimumab for treating moderately to severely active ulcerative colitis after the failure of conventional therapy",25 February 2015,2016,7,https://www.nice.org.uk/guidance/ta329
adalimumab,Immunology,2016-07-01,2015-12-16,198,6.5,NICE (UK first),,adalimumab-psd-july-2016.pdf,373,"Abatacept, adalimumab, etanercept and tocilizumab for treating juvenile idiopathic arthritis",16 December 2015,2016,7,https://www.nice.org.uk/guidance/ta373
