ta_number,title,drug_name,published_date,recommendation,guidance_url,pdf_url
739,Atezolizumab for untreated PD-L1-positive advanced urothelial cancer when cisplatin is unsuitable,atezolizumab,27 October 2021,,https://www.nice.org.uk/guidance/ta739,https://www.nice.org.uk/guidance/ta739/resources/atezolizumab-for-untreated-pdl1positive-advanced-urothelial-cancer-when-cisplatin-is-unsuitable-pdf-82611262903237
740,Apalutamide with androgen deprivation therapy for treating high-risk hormone-relapsed non-metastatic prostate cancer,apalutamide with androgen deprivation therapy,28 October 2021,,https://www.nice.org.uk/guidance/ta740,https://www.nice.org.uk/guidance/ta740/resources/apalutamide-with-androgen-deprivation-therapy-for-treating-highrisk-hormonerelapsed-nonmetastatic-prostate-cancer-pdf-82611308252869
741,Apalutamide with androgen deprivation therapy for treating hormone-sensitive metastatic prostate cancer,apalutamide with androgen deprivation therapy,28 October 2021,,https://www.nice.org.uk/guidance/ta741,https://www.nice.org.uk/guidance/ta741/resources/apalutamide-with-androgen-deprivation-therapy-for-treating-hormonesensitive-metastatic-prostate-cancer-pdf-82611309932485
742,Selpercatinib for treating advanced thyroid cancer with RET alterations,selpercatinib,03 November 2021,,https://www.nice.org.uk/guidance/ta742,https://www.nice.org.uk/guidance/ta742/resources/ta742.pdf
743,Crizanlizumab for preventing sickle cell crises in sickle cell disease,crizanlizumab,03 November 2021,,https://www.nice.org.uk/guidance/ta743,https://www.nice.org.uk/guidance/ta743/resources/ta743.pdf
744,Upadacitinib for treating moderate rheumatoid arthritis,upadacitinib,10 November 2021,,https://www.nice.org.uk/guidance/ta744,https://www.nice.org.uk/guidance/ta744/resources/upadacitinib-for-treating-moderate-rheumatoid-arthritis-pdf-82611314971333
745,NBTXR-3 for treating advanced soft tissue sarcoma (terminated appraisal),nbtxr-3,10 November 2021,,https://www.nice.org.uk/guidance/ta745,https://www.nice.org.uk/guidance/ta745/resources/nbtxr3-for-treating-advanced-soft-tissue-sarcoma-terminated-appraisal-pdf-82611316650949
746,Nivolumab for adjuvant treatment of resected oesophageal or gastro-oesophageal junction cancer,nivolumab,17 November 2021,,https://www.nice.org.uk/guidance/ta746,https://www.nice.org.uk/guidance/ta746/resources/nivolumab-for-adjuvant-treatment-of-resected-oesophageal-or-gastrooesophageal-junction-cancer-pdf-82611318330565
747,Nintedanib for treating progressive fibrosing interstitial lung diseases,nintedanib,17 November 2021,,https://www.nice.org.uk/guidance/ta747,https://www.nice.org.uk/guidance/ta747/resources/nintedanib-for-treating-progressive-fibrosing-interstitial-lung-diseases-pdf-82611320010181
748,Mexiletine for treating the symptoms of myotonia in non-dystrophic myotonic disorders,mexiletine,01 December 2021,,https://www.nice.org.uk/guidance/ta748,https://www.nice.org.uk/guidance/ta748/resources/mexiletine-for-treating-the-symptoms-of-myotonia-in-nondystrophic-myotonic-disorders-pdf-82611321689797
749,Liraglutide for managing obesity in people aged 12 to 17 years (terminated appraisal),liraglutide,01 December 2021,,https://www.nice.org.uk/guidance/ta749,https://www.nice.org.uk/guidance/ta749/resources/liraglutide-for-managing-obesity-in-people-aged-12-to-17-years-terminated-appraisal-pdf-82611323369413
750,Olaparib for maintenance treatment of BRCA mutation-positive metastatic pancreatic cancer after platinum-based chemotherapy (terminated appraisal),olaparib,08 December 2021,,https://www.nice.org.uk/guidance/ta750,https://www.nice.org.uk/guidance/ta750/resources/olaparib-for-maintenance-treatment-of-brca-mutationpositive-metastatic-pancreatic-cancer-after-platinumbased-chemotherapy-terminated-appraisal-pdf-82611368719045
751,Dupilumab for treating severe asthma with type 2 inflammation,dupilumab,08 December 2021,,https://www.nice.org.uk/guidance/ta751,https://www.nice.org.uk/guidance/ta751/resources/dupilumab-for-treating-severe-asthma-with-type-2-inflammation-pdf-82611370398661
752,Belimumab for treating active autoantibody-positive systemic lupus erythematosus,belimumab,15 December 2021,,https://www.nice.org.uk/guidance/ta752,https://www.nice.org.uk/guidance/ta752/resources/belimumab-for-treating-active-autoantibodypositive-systemic-lupus-erythematosus-pdf-82611372078277
753,Cenobamate for treating focal onset seizures in epilepsy,cenobamate,15 December 2021,,https://www.nice.org.uk/guidance/ta753,https://www.nice.org.uk/guidance/ta753/resources/cenobamate-for-treating-focal-onset-seizures-in-epilepsy-pdf-82611373757893
754,Mogamulizumab for previously treated mycosis fungoides and Sézary syndrome,mogamulizumab,15 December 2021,,https://www.nice.org.uk/guidance/ta754,https://www.nice.org.uk/guidance/ta754/resources/mogamulizumab-for-previously-treated-mycosis-fungoides-and-szary-syndrome-pdf-82611375437509
755,Risdiplam for treating spinal muscular atrophy,risdiplam,16 December 2021,,https://www.nice.org.uk/guidance/ta755,https://www.nice.org.uk/guidance/ta755/resources/risdiplam-for-treating-spinal-muscular-atrophy-pdf-82611377117125
756,Fedratinib for treating disease-related splenomegaly or symptoms in myelofibrosis,fedratinib,16 December 2021,,https://www.nice.org.uk/guidance/ta756,https://www.nice.org.uk/guidance/ta756/resources/ta756.pdf
757,Cabotegravir with rilpivirine for treating HIV-1,cabotegravir with rilpivirine,05 January 2022,,https://www.nice.org.uk/guidance/ta757,https://www.nice.org.uk/guidance/ta757/resources/cabotegravir-with-rilpivirine-for-treating-hiv1-pdf-82611380476357
758,Solriamfetol for treating excessive daytime sleepiness caused by narcolepsy,solriamfetol,05 January 2022,,https://www.nice.org.uk/guidance/ta758,https://www.nice.org.uk/guidance/ta758/resources/solriamfetol-for-treating-excessive-daytime-sleepiness-caused-by-narcolepsy-pdf-82611382155973
759,Fostamatinib for treating refractory chronic immune thrombocytopenia,fostamatinib,07 January 2022,,https://www.nice.org.uk/guidance/ta759,https://www.nice.org.uk/guidance/ta759/resources/ta759.pdf
760,Selpercatinib for previously treated RET fusion-positive advanced non-small-cell lung cancer,selpercatinib,12 January 2022,,https://www.nice.org.uk/guidance/ta760,https://www.nice.org.uk/guidance/ta760/resources/ta760.pdf
761,Osimertinib for adjuvant treatment of EGFR mutation-positive non-small-cell lung cancer after complete tumour resection,osimertinib,19 January 2022,,https://www.nice.org.uk/guidance/ta761,https://www.nice.org.uk/guidance/ta761/resources/ta761.pdf
762,Olaparib for treating BRCA mutation-positive HER2-negative metastatic breast cancer after chemotherapy (terminated appraisal),olaparib,02 February 2022,,https://www.nice.org.uk/guidance/ta762,https://www.nice.org.uk/guidance/ta762/resources/ta762.pdf
763,Daratumumab in combination for untreated multiple myeloma when a stem cell transplant is suitable,daratumumab in combination,02 February 2022,,https://www.nice.org.uk/guidance/ta763,https://www.nice.org.uk/guidance/ta763/resources/daratumumab-in-combination-for-untreated-multiple-myeloma-when-a-stem-cell-transplant-is-suitable-pdf-82611434224069
764,Fremanezumab for preventing migraine,fremanezumab,02 February 2022,,https://www.nice.org.uk/guidance/ta764,https://www.nice.org.uk/guidance/ta764/resources/fremanezumab-for-preventing-migraine-pdf-82611435903685
765,Venetoclax with azacitidine for untreated acute myeloid leukaemia when intensive chemotherapy is unsuitable,venetoclax with azacitidine,02 February 2022,,https://www.nice.org.uk/guidance/ta765,https://www.nice.org.uk/guidance/ta765/resources/venetoclax-with-azacitidine-for-untreated-acute-myeloid-leukaemia-when-intensive-chemotherapy-is-unsuitable-pdf-82611437583301
766,Pembrolizumab for adjuvant treatment of completely resected stage 3 melanoma,pembrolizumab,02 February 2022,Recommended,https://www.nice.org.uk/guidance/ta766,https://www.nice.org.uk/guidance/ta766/resources/pembrolizumab-for-adjuvant-treatment-of-completely-resected-stage-3-melanoma-pdf-82611439262917
767,Ponesimod for treating relapsing–remitting multiple sclerosis,ponesimod,02 February 2022,,https://www.nice.org.uk/guidance/ta767,https://www.nice.org.uk/guidance/ta767/resources/ponesimod-for-treating-relapsingremitting-multiple-sclerosis-pdf-82611440942533
768,Upadacitinib for treating active psoriatic arthritis after inadequate response to DMARDs,upadacitinib,02 February 2022,,https://www.nice.org.uk/guidance/ta768,https://www.nice.org.uk/guidance/ta768/resources/upadacitinib-for-treating-active-psoriatic-arthritis-after-inadequate-response-to-dmards-pdf-82611442622149
769,Palforzia for treating peanut allergy in children and young people,palforzia,02 February 2022,,https://www.nice.org.uk/guidance/ta769,https://www.nice.org.uk/guidance/ta769/resources/ta769.pdf
770,Pembrolizumab with carboplatin and paclitaxel for untreated metastatic squamous non-small-cell lung cancer,pembrolizumab with carboplatin,09 February 2022,,https://www.nice.org.uk/guidance/ta770,https://www.nice.org.uk/guidance/ta770/resources/pembrolizumab-with-carboplatin-and-paclitaxel-for-untreated-metastatic-squamous-nonsmallcell-lung-cancer-pdf-82611489651397
771,"Daratumumab with bortezomib, melphalan and prednisone for untreated multiple myeloma (terminated appraisal)","daratumumab with bortezomib, melphalan",09 February 2022,,https://www.nice.org.uk/guidance/ta771,https://www.nice.org.uk/guidance/ta771/resources/daratumumab-with-bortezomib-melphalan-and-prednisone-for-untreated-multiple-myeloma-terminated-appraisal-pdf-82611491331013
772,Pembrolizumab for treating relapsed or refractory classical Hodgkin lymphoma after stem cell transplant or at least 2 previous therapies,pembrolizumab,23 February 2022,,https://www.nice.org.uk/guidance/ta772,https://www.nice.org.uk/guidance/ta772/resources/pembrolizumab-for-treating-relapsed-or-refractory-classical-hodgkin-lymphoma-after-stem-cell-transplant-or-at-least-2-previous-therapies-pdf-82611493010629
773,Empagliflozin for treating chronic heart failure with reduced ejection fraction,empagliflozin,09 March 2022,,https://www.nice.org.uk/guidance/ta773,https://www.nice.org.uk/guidance/ta773/resources/empagliflozin-for-treating-chronic-heart-failure-with-reduced-ejection-fraction-pdf-82611494690245
774,Lenalidomide for relapsed or refractory mantle cell lymphoma (terminated appraisal),lenalidomide,09 March 2022,,https://www.nice.org.uk/guidance/ta774,https://www.nice.org.uk/guidance/ta774/resources/lenalidomide-for-relapsed-or-refractory-mantle-cell-lymphoma-terminated-appraisal-pdf-82611496369861
775,Dapagliflozin for treating chronic kidney disease,dapagliflozin,09 March 2022,,https://www.nice.org.uk/guidance/ta775,https://www.nice.org.uk/guidance/ta775/resources/ta775.pdf
776,Pitolisant hydrochloride for treating excessive daytime sleepiness caused by obstructive sleep apnoea,pitolisant hydrochloride,09 March 2022,,https://www.nice.org.uk/guidance/ta776,https://www.nice.org.uk/guidance/ta776/resources/pitolisant-hydrochloride-for-treating-excessive-daytime-sleepiness-caused-by-obstructive-sleep-apnoea-pdf-82611499729093
777,Solriamfetol for treating excessive daytime sleepiness caused by obstructive sleep apnoea,solriamfetol,09 March 2022,,https://www.nice.org.uk/guidance/ta777,https://www.nice.org.uk/guidance/ta777/resources/solriamfetol-for-treating-excessive-daytime-sleepiness-caused-by-obstructive-sleep-apnoea-pdf-82611501408709
778,Pegcetacoplan for treating paroxysmal nocturnal haemoglobinuria,pegcetacoplan,09 March 2022,,https://www.nice.org.uk/guidance/ta778,https://www.nice.org.uk/guidance/ta778/resources/pegcetacoplan-for-treating-paroxysmal-nocturnal-haemoglobinuria-pdf-82611503088325
779,Dostarlimab for previously treated advanced or recurrent endometrial cancer with high microsatellite instability or mismatch repair deficiency,dostarlimab,16 March 2022,,https://www.nice.org.uk/guidance/ta779,https://www.nice.org.uk/guidance/ta779/resources/dostarlimab-for-previously-treated-advanced-or-recurrent-endometrial-cancer-with-high-microsatellite-instability-or-mismatch-repair-deficiency-pdf-82611504767941
780,Nivolumab with ipilimumab for untreated advanced renal cell carcinoma,nivolumab with ipilimumab,24 March 2022,,https://www.nice.org.uk/guidance/ta780,https://www.nice.org.uk/guidance/ta780/resources/nivolumab-with-ipilimumab-for-untreated-advanced-renal-cell-carcinoma-pdf-82611550117573
781,Sotorasib for previously treated KRAS G12C mutation-positive advanced non-small-cell lung cancer,sotorasib,30 March 2022,,https://www.nice.org.uk/guidance/ta781,https://www.nice.org.uk/guidance/ta781/resources/sotorasib-for-previously-treated-kras-g12c-mutationpositive-advanced-nonsmallcell-lung-cancer-pdf-82611551797189
782,Tagraxofusp for treating blastic plasmacytoid dendritic cell neoplasm (terminated appraisal),tagraxofusp,30 March 2022,,https://www.nice.org.uk/guidance/ta782,https://www.nice.org.uk/guidance/ta782/resources/tagraxofusp-for-treating-blastic-plasmacytoid-dendritic-cell-neoplasm-terminated-appraisal-pdf-82611553476805
783,Daratumumab monotherapy for treating relapsed and refractory multiple myeloma,daratumumab monotherapy,13 April 2022,,https://www.nice.org.uk/guidance/ta783,https://www.nice.org.uk/guidance/ta783/resources/daratumumab-monotherapy-for-treating-relapsed-and-refractory-multiple-myeloma-pdf-82611555156421
784,"Niraparib for maintenance treatment of relapsed, platinum-sensitive ovarian, fallopian tube and peritoneal cancer",niraparib,20 April 2022,,https://www.nice.org.uk/guidance/ta784,https://www.nice.org.uk/guidance/ta784/resources/niraparib-for-maintenance-treatment-of-relapsed-platinumsensitive-ovarian-fallopian-tube-and-peritoneal-cancer-pdf-82611556836037
785,Nivolumab with cabozantinib for untreated advanced renal cell carcinoma (terminated appraisal),nivolumab with cabozantinib,20 April 2022,,https://www.nice.org.uk/guidance/ta785,https://www.nice.org.uk/guidance/ta785/resources/nivolumab-with-cabozantinib-for-untreated-advanced-renal-cell-carcinoma-terminated-appraisal-pdf-82611558515653
786,Tucatinib with trastuzumab and capecitabine for treating HER2-positive advanced breast cancer after 2 or more anti-HER2 therapies,tucatinib with trastuzumab,27 April 2022,,https://www.nice.org.uk/guidance/ta786,https://www.nice.org.uk/guidance/ta786/resources/tucatinib-with-trastuzumab-and-capecitabine-for-treating-her2positive-advanced-breast-cancer-after-2-or-more-antiher2-therapies-pdf-82611560195269
787,Venetoclax with low dose cytarabine for untreated acute myeloid leukaemia when intensive chemotherapy is unsuitable,venetoclax with low dose cytarabine,27 April 2022,,https://www.nice.org.uk/guidance/ta787,https://www.nice.org.uk/guidance/ta787/resources/venetoclax-with-low-dose-cytarabine-for-untreated-acute-myeloid-leukaemia-when-intensive-chemotherapy-is-unsuitable-pdf-82611561874885
788,Avelumab for maintenance treatment of locally advanced or metastatic urothelial cancer after platinum-based chemotherapy,avelumab,11 May 2022,,https://www.nice.org.uk/guidance/ta788,https://www.nice.org.uk/guidance/ta788/resources/avelumab-for-maintenance-treatment-of-locally-advanced-or-metastatic-urothelial-cancer-after-platinumbased-chemotherapy-pdf-82611563554501
789,Tepotinib for treating advanced non-small-cell lung cancer with MET gene alterations,tepotinib,18 May 2022,,https://www.nice.org.uk/guidance/ta789,https://www.nice.org.uk/guidance/ta789/resources/tepotinib-for-treating-advanced-nonsmallcell-lung-cancer-with-met-gene-alterations-pdf-82611565234117
790,TYRX Absorbable Antibacterial Envelope for preventing infection from cardiac implantable electronic devices (terminated appraisal),tyrx absorbable antibacterial envelope,25 May 2022,,https://www.nice.org.uk/guidance/ta790,https://www.nice.org.uk/guidance/ta790/resources/tyrx-absorbable-antibacterial-envelope-for-preventing-infection-from-cardiac-implantable-electronic-devices-terminated-appraisal-pdf-82611610583749
791,Romosozumab for treating severe osteoporosis,romosozumab,25 May 2022,,https://www.nice.org.uk/guidance/ta791,https://www.nice.org.uk/guidance/ta791/resources/romosozumab-for-treating-severe-osteoporosis-pdf-82611612263365
792,Filgotinib for treating moderately to severely active ulcerative colitis,filgotinib,01 June 2022,,https://www.nice.org.uk/guidance/ta792,https://www.nice.org.uk/guidance/ta792/resources/filgotinib-for-treating-moderately-to-severely-active-ulcerative-colitis-pdf-82611613942981
793,Anifrolumab for treating active autoantibody-positive systemic lupus erythematosus (terminated appraisal),anifrolumab,08 June 2022,,https://www.nice.org.uk/guidance/ta793,https://www.nice.org.uk/guidance/ta793/resources/anifrolumab-for-treating-active-autoantibodypositive-systemic-lupus-erythematosus-terminated-appraisal-pdf-82611615622597
794,Diroximel fumarate for treating relapsing–remitting multiple sclerosis,diroximel fumarate,08 June 2022,,https://www.nice.org.uk/guidance/ta794,https://www.nice.org.uk/guidance/ta794/resources/diroximel-fumarate-for-treating-relapsingremitting-multiple-sclerosis-pdf-82611617302213
795,Ibrutinib for treating Waldenstrom’s macroglobulinaemia,ibrutinib,08 June 2022,,https://www.nice.org.uk/guidance/ta795,https://www.nice.org.uk/guidance/ta795/resources/ibrutinib-for-treating-waldenstroms-macroglobulinaemia-pdf-82611618981829
796,Venetoclax for treating chronic lymphocytic leukaemia,venetoclax,15 June 2022,,https://www.nice.org.uk/guidance/ta796,https://www.nice.org.uk/guidance/ta796/resources/venetoclax-for-treating-chronic-lymphocytic-leukaemia-pdf-82611620661445
797,Enfortumab vedotin for previously treated locally advanced or metastatic urothelial cancer (terminated appraisal),enfortumab vedotin,15 June 2022,,https://www.nice.org.uk/guidance/ta797,https://www.nice.org.uk/guidance/ta797/resources/enfortumab-vedotin-for-previously-treated-locally-advanced-or-metastatic-urothelial-cancer-terminated-appraisal-pdf-82611622341061
798,Durvalumab for maintenance treatment of unresectable non-small-cell lung cancer after platinum-based chemoradiation,durvalumab,22 June 2022,,https://www.nice.org.uk/guidance/ta798,https://www.nice.org.uk/guidance/ta798/resources/durvalumab-for-maintenance-treatment-of-unresectable-nonsmallcell-lung-cancer-after-platinumbased-chemoradiation-pdf-82611624020677
799,Faricimab for treating diabetic macular oedema,faricimab,29 June 2022,,https://www.nice.org.uk/guidance/ta799,https://www.nice.org.uk/guidance/ta799/resources/faricimab-for-treating-diabetic-macular-oedema-pdf-82611625700293
800,Faricimab for treating wet age-related macular degeneration,faricimab,29 June 2022,,https://www.nice.org.uk/guidance/ta800,https://www.nice.org.uk/guidance/ta800/resources/faricimab-for-treating-wet-agerelated-macular-degeneration-pdf-82613243170501
801,"Pembrolizumab plus chemotherapy for untreated, triple-negative, locally recurrent unresectable or metastatic breast cancer",pembrolizumab plus chemotherapy,29 June 2022,,https://www.nice.org.uk/guidance/ta801,https://www.nice.org.uk/guidance/ta801/resources/pembrolizumab-plus-chemotherapy-for-untreated-triplenegative-locally-recurrent-unresectable-or-metastatic-breast-cancer-pdf-82613244850117
802,Cemiplimab for treating advanced cutaneous squamous cell carcinoma,cemiplimab,29 June 2022,,https://www.nice.org.uk/guidance/ta802,https://www.nice.org.uk/guidance/ta802/resources/cemiplimab-for-treating-advanced-cutaneous-squamous-cell-carcinoma-pdf-82613246529733
803,Risankizumab for treating active psoriatic arthritis after inadequate response to DMARDs,risankizumab,13 July 2022,,https://www.nice.org.uk/guidance/ta803,https://www.nice.org.uk/guidance/ta803/resources/risankizumab-for-treating-active-psoriatic-arthritis-after-inadequate-response-to-dmards-pdf-82613248209349
804,Teduglutide for treating short bowel syndrome,teduglutide,30 June 2022,,https://www.nice.org.uk/guidance/ta804,https://www.nice.org.uk/guidance/ta804/resources/teduglutide-for-treating-short-bowel-syndrome-pdf-82613249888965
805,Icosapent ethyl with statin therapy for reducing the risk of cardiovascular events in people with raised triglycerides,icosapent ethyl with statin therapy,13 July 2022,,https://www.nice.org.uk/guidance/ta805,https://www.nice.org.uk/guidance/ta805/resources/icosapent-ethyl-with-statin-therapy-for-reducing-the-risk-of-cardiovascular-events-in-people-with-raised-triglycerides-pdf-82613251568581
806,Belimumab for treating lupus nephritis (terminated appraisal),belimumab,13 July 2022,,https://www.nice.org.uk/guidance/ta806,https://www.nice.org.uk/guidance/ta806/resources/belimumab-for-treating-lupus-nephritis-terminated-appraisal-pdf-82613253248197
807,Roxadustat for treating symptomatic anaemia in chronic kidney disease,roxadustat,13 July 2022,,https://www.nice.org.uk/guidance/ta807,https://www.nice.org.uk/guidance/ta807/resources/roxadustat-for-treating-symptomatic-anaemia-in-chronic-kidney-disease-pdf-82613254927813
808,Fenfluramine for treating seizures associated with Dravet syndrome,fenfluramine,08 July 2022,,https://www.nice.org.uk/guidance/ta808,https://www.nice.org.uk/guidance/ta808/resources/fenfluramine-for-treating-seizures-associated-with-dravet-syndrome-pdf-82613256607429
809,Imlifidase for desensitisation treatment before kidney transplant in people with chronic kidney disease,imlifidase,20 July 2022,,https://www.nice.org.uk/guidance/ta809,https://www.nice.org.uk/guidance/ta809/resources/imlifidase-for-desensitisation-treatment-before-kidney-transplant-in-people-with-chronic-kidney-disease-pdf-82613258287045
810,"Abemaciclib with endocrine therapy for adjuvant treatment of hormone receptor-positive, HER2-negative, node-positive early breast cancer at high risk of recurrence",abemaciclib with endocrine therapy,20 July 2022,,https://www.nice.org.uk/guidance/ta810,https://www.nice.org.uk/guidance/ta810/resources/abemaciclib-with-endocrine-therapy-for-adjuvant-treatment-of-hormone-receptorpositive-her2negative-nodepositive-early-breast-cancer-at-high-risk-of-recurrence-pdf-82613303636677
811,Duvelisib for treating relapsed or refractory chronic lymphocytic leukaemia after 2 or more treatments (terminated appraisal),duvelisib,27 July 2022,,https://www.nice.org.uk/guidance/ta811,https://www.nice.org.uk/guidance/ta811/resources/duvelisib-for-treating-relapsed-or-refractory-chronic-lymphocytic-leukaemia-after-2-or-more-treatments-terminated-appraisal-pdf-82613305316293
812,Pralsetinib for treating RET fusion-positive advanced non-small-cell lung cancer,pralsetinib,03 August 2022,,https://www.nice.org.uk/guidance/ta812,https://www.nice.org.uk/guidance/ta812/resources/pralsetinib-for-treating-ret-fusionpositive-advanced-nonsmallcell-lung-cancer-pdf-82613306995909
813,Asciminib for treating chronic myeloid leukaemia after 2 or more tyrosine kinase inhibitors,asciminib,03 August 2022,,https://www.nice.org.uk/guidance/ta813,https://www.nice.org.uk/guidance/ta813/resources/asciminib-for-treating-chronic-myeloid-leukaemia-after-2-or-more-tyrosine-kinase-inhibitors-pdf-82613308675525
814,"Abrocitinib, tralokinumab or upadacitinib for treating moderate to severe atopic dermatitis","abrocitinib, tralokinumab or upadacitinib",03 August 2022,,https://www.nice.org.uk/guidance/ta814,https://www.nice.org.uk/guidance/ta814/resources/abrocitinib-tralokinumab-or-upadacitinib-for-treating-moderate-to-severe-atopic-dermatitis-pdf-82613310355141
815,Guselkumab for treating active psoriatic arthritis after inadequate response to DMARDs,guselkumab,10 August 2022,,https://www.nice.org.uk/guidance/ta815,https://www.nice.org.uk/guidance/ta815/resources/guselkumab-for-treating-active-psoriatic-arthritis-after-inadequate-response-to-dmards-pdf-82613312034757
816,"Alpelisib with fulvestrant for treating hormone receptor-positive, HER2-negative, PIK3CA-mutated advanced breast cancer",alpelisib with fulvestrant,10 August 2022,,https://www.nice.org.uk/guidance/ta816,https://www.nice.org.uk/guidance/ta816/resources/alpelisib-with-fulvestrant-for-treating-hormone-receptorpositive-her2negative-pik3camutated-advanced-breast-cancer-pdf-82613313714373
817,Nivolumab for adjuvant treatment of invasive urothelial cancer at high risk of recurrence,nivolumab,10 August 2022,,https://www.nice.org.uk/guidance/ta817,https://www.nice.org.uk/guidance/ta817/resources/nivolumab-for-adjuvant-treatment-of-invasive-urothelial-cancer-at-high-risk-of-recurrence-pdf-82613315393989
818,Nivolumab with ipilimumab for untreated unresectable malignant pleural mesothelioma,nivolumab with ipilimumab,17 August 2022,,https://www.nice.org.uk/guidance/ta818,https://www.nice.org.uk/guidance/ta818/resources/nivolumab-with-ipilimumab-for-untreated-unresectable-malignant-pleural-mesothelioma-pdf-82613317073605
819,Sacituzumab govitecan for treating unresectable triple-negative advanced breast cancer after 2 or more therapies,sacituzumab govitecan,17 August 2022,,https://www.nice.org.uk/guidance/ta819,https://www.nice.org.uk/guidance/ta819/resources/sacituzumab-govitecan-for-treating-unresectable-triplenegative-advanced-breast-cancer-after-2-or-more-therapies-pdf-82613318753221
820,Brolucizumab for treating diabetic macular oedema,brolucizumab,31 August 2022,,https://www.nice.org.uk/guidance/ta820,https://www.nice.org.uk/guidance/ta820/resources/brolucizumab-for-treating-diabetic-macular-oedema-pdf-82613364102853
821,Avalglucosidase alfa for treating Pompe disease,avalglucosidase alfa,24 August 2022,,https://www.nice.org.uk/guidance/ta821,https://www.nice.org.uk/guidance/ta821/resources/avalglucosidase-alfa-for-treating-pompe-disease-pdf-82613365782469
822,Melphalan for haematological diseases before allogeneic haematopoietic stem cell transplant (terminated appraisal),melphalan,14 September 2022,,https://www.nice.org.uk/guidance/ta822,https://www.nice.org.uk/guidance/ta822/resources/melphalan-for-haematological-diseases-before-allogeneic-haematopoietic-stem-cell-transplant-terminated-appraisal-pdf-82613367462085
823,Atezolizumab for adjuvant treatment of resected non-small-cell lung cancer,atezolizumab,28 September 2022,,https://www.nice.org.uk/guidance/ta823,https://www.nice.org.uk/guidance/ta823/resources/ta823.pdf
824,Dexamethasone intravitreal implant for treating diabetic macular oedema,dexamethasone intravitreal implant,14 September 2022,,https://www.nice.org.uk/guidance/ta824,https://www.nice.org.uk/guidance/ta824/resources/dexamethasone-intravitreal-implant-for-treating-diabetic-macular-oedema-pdf-82613370821317
825,Avacopan for treating severe active granulomatosis with polyangiitis or microscopic polyangiitis,avacopan,21 September 2022,,https://www.nice.org.uk/guidance/ta825,https://www.nice.org.uk/guidance/ta825/resources/avacopan-for-treating-severe-active-granulomatosis-with-polyangiitis-or-microscopic-polyangiitis-pdf-82613372500933
826,Vedolizumab for treating chronic refractory pouchitis after surgery for ulcerative colitis (terminated appraisal),vedolizumab,21 September 2022,,https://www.nice.org.uk/guidance/ta826,https://www.nice.org.uk/guidance/ta826/resources/vedolizumab-for-treating-chronic-refractory-pouchitis-after-surgery-for-ulcerative-colitis-terminated-appraisal-pdf-82613374180549
827,Oral azacitidine for maintenance treatment of acute myeloid leukaemia after induction therapy,oral azacitidine,05 October 2022,,https://www.nice.org.uk/guidance/ta827,https://www.nice.org.uk/guidance/ta827/resources/oral-azacitidine-for-maintenance-treatment-of-acute-myeloid-leukaemia-after-induction-therapy-pdf-82613375860165
828,Ozanimod for treating moderately to severely active ulcerative colitis,ozanimod,05 October 2022,,https://www.nice.org.uk/guidance/ta828,https://www.nice.org.uk/guidance/ta828/resources/ozanimod-for-treating-moderately-to-severely-active-ulcerative-colitis-pdf-82613377539781
829,Upadacitinib for treating active ankylosing spondylitis,upadacitinib,30 September 2022,,https://www.nice.org.uk/guidance/ta829,https://www.nice.org.uk/guidance/ta829/resources/upadacitinib-for-treating-active-ankylosing-spondylitis-pdf-82613379219397
830,Pembrolizumab for adjuvant treatment of renal cell carcinoma,pembrolizumab,19 October 2022,,https://www.nice.org.uk/guidance/ta830,https://www.nice.org.uk/guidance/ta830/resources/pembrolizumab-for-adjuvant-treatment-of-renal-cell-carcinoma-pdf-82613424569029
831,Olaparib for previously treated BRCA mutation-positive hormone-relapsed metastatic prostate cancer,olaparib,05 October 2022,,https://www.nice.org.uk/guidance/ta831,https://www.nice.org.uk/guidance/ta831/resources/ta831.pdf
832,Relugolix–estradiol–norethisterone acetate for treating moderate to severe symptoms of uterine fibroids,relugolix–estradiol–norethisterone acetate,19 October 2022,,https://www.nice.org.uk/guidance/ta832,https://www.nice.org.uk/guidance/ta832/resources/relugolixestradiolnorethisterone-acetate-for-treating-moderate-to-severe-symptoms-of-uterine-fibroids-pdf-82613427928261
833,Zanubrutinib for treating Waldenstrom’s macroglobulinaemia,zanubrutinib,19 October 2022,,https://www.nice.org.uk/guidance/ta833,https://www.nice.org.uk/guidance/ta833/resources/zanubrutinib-for-treating-waldenstroms-macroglobulinaemia-pdf-82613429607877
834,SQ HDM SLIT for treating allergic rhinitis and allergic asthma caused by house dust mites (terminated appraisal),sq hdm slit,12 October 2022,,https://www.nice.org.uk/guidance/ta834,https://www.nice.org.uk/guidance/ta834/resources/ta834.pdf
835,Fostamatinib for treating refractory chronic immune thrombocytopenia,fostamatinib,19 October 2022,,https://www.nice.org.uk/guidance/ta835,https://www.nice.org.uk/guidance/ta835/resources/fostamatinib-for-treating-refractory-chronic-immune-thrombocytopenia-pdf-82613432967109
